brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price
Xiaomi,Android,15.8,yes,no,12.0,8.0,32.0,2.0,5000.0,188.0,2019,514,88.41
Others,Android,12.88,yes,no,13.0,8.0,64.0,4.0,4000.0,197.0,2017,565,749.54
Meizu,Android,15.29,yes,no,,20.0,128.0,6.0,3600.0,166.0,2019,459,340.59
HTC,Android,12.7,yes,no,4.0,5.0,16.0,4.0,2600.0,160.0,2014,608,249.97
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8.0,4300.0,180.0,2020,186,738.82
Celkon,Others,5.18,no,no,1.3,0.3,256.0,0.25,1500.0,140.0,2013,818,29.48
Others,Android,17.78,no,no,5.0,0.3,32.0,4.0,2000.0,345.0,2013,836,98.1
Lenovo,Android,20.32,yes,no,5.0,2.0,32.0,4.0,4290.0,360.0,2015,769,120.59
Vivo,Android,10.29,yes,no,5.0,2.0,16.0,4.0,1900.0,157.8,2017,843,120.94
Others,Android,15.24,no,no,8.0,2.0,16.0,4.0,3000.0,206.0,2014,632,179.61
Lenovo,Android,10.29,no,no,3.15,1.0,16.0,4.0,2500.0,159.0,2013,917,78.91
Gionee,Android,12.83,yes,no,13.0,5.0,32.0,4.0,6020.0,211.0,2015,892,330.02
LG,Android,10.34,no,no,8.0,1.3,32.0,4.0,2440.0,121.0,2014,646,159.68
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2100.0,150.0,2014,665,119.69
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,144.0,2017,818,288.91
Huawei,Android,10.29,no,no,8.0,1.3,32.0,4.0,2150.0,145.0,2013,894,250.47
Panasonic,Android,10.29,no,no,5.0,2.0,32.0,4.0,1600.0,151.0,2016,1039,71.59
Lenovo,Android,10.34,no,no,8.0,0.3,32.0,4.0,2000.0,126.0,2013,1033,271.65
Huawei,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019,397,134.46
Micromax,Android,10.29,no,no,5.0,5.0,16.0,4.0,1800.0,147.0,2014,635,99.53
Huawei,Android,15.9,yes,no,13.0,32.0,128.0,6.0,3750.0,174.0,2019,211,203.15
Oppo,Android,15.37,yes,no,8.0,16.0,128.0,8.0,4000.0,189.0,2019,238,438.0
Alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,976,79.61
LG,Android,12.7,no,no,8.0,5.0,32.0,4.0,2540.0,155.0,2015,881,131.6
Others,Android,25.43,no,no,2.0,0.3,32.0,4.0,7000.0,612.0,2013,1049,220.49
Micromax,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,59.41
Lenovo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,158.0,2016,578,188.94
Micromax,Android,10.34,no,no,8.0,2.0,32.0,4.0,2000.0,143.0,2015,1064,110.42
Vivo,Android,16.36,yes,yes,,16.0,128.0,6.0,4400.0,214.5,2020,154,488.66
Acer,Android,25.43,no,no,5.0,2.0,32.0,2.0,2700.0,508.0,2014,918,230.05
ZTE,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,135.0,2016,917,129.2
Others,Android,17.78,no,no,0.3,0.3,16.0,4.0,3000.0,326.0,2013,626,129.74
Panasonic,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2000.0,135.0,2015,887,118.59
Motorola,Android,12.83,yes,no,12.0,5.0,64.0,4.0,2730.0,143.0,2017,558,319.02
Gionee,Android,15.24,yes,no,13.0,5.0,64.0,4.0,5020.0,208.0,2015,945,419.69
Huawei,Android,15.24,yes,no,16.0,8.0,32.0,4.0,4000.0,185.0,2015,540,300.89
Honor,Android,16.59,yes,yes,13.0,32.0,128.0,6.0,4000.0,185.0,2020,254,353.59
Others,Others,5.28,no,no,1.3,0.3,64.0,0.25,1400.0,95.0,2013,729,28.87
Meizu,Android,12.75,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,400.22
Honor,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,206.0,2019,524,179.14
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,155.0,2014,571,119.44
XOLO,Android,12.7,no,no,8.0,2.0,16.0,4.0,1920.0,120.0,2014,741,169.78
Samsung,Android,12.88,yes,no,12.0,5.0,64.0,4.0,3500.0,169.0,2016,852,760.91
Micromax,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,202.0,2014,653,101.64
ZTE,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,145.0,2013,808,100.06
Others,Android,15.9,yes,no,8.0,5.0,64.0,4.0,3000.0,162.0,2019,257,129.5
HTC,Android,15.29,yes,no,13.0,16.0,32.0,3.0,3850.0,170.0,2019,187,180.5
Samsung,Android,20.42,no,no,8.0,2.0,16.0,4.0,4800.0,331.0,2014,712,290.57
Panasonic,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,148.0,2014,941,120.22
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,8.0,4000.0,195.0,2019,297,228.65
LG,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,155.0,2015,570,280.19
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2350.0,128.0,2015,725,199.93
Google,Android,12.83,yes,no,12.3,8.0,32.0,4.0,3450.0,168.0,2016,1021,378.78
Oppo,Android,15.42,yes,yes,,32.0,256.0,12.0,4260.0,217.0,2020,193,934.99
Honor,Android,15.77,yes,no,13.0,8.0,64.0,4.0,3400.0,164.0,2020,202,181.79
HTC,Android,15.29,yes,no,13.0,16.0,32.0,3.0,3850.0,170.0,2019,194,178.69
Karbonn,Android,10.16,no,no,5.0,0.3,16.0,4.0,1625.0,114.5,2013,708,61.17
ZTE,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3100.0,160.0,2014,918,238.32
Xiaomi,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3120.0,130.0,2015,1081,260.14
Others,Android,12.88,yes,no,12.0,5.0,16.0,4.0,4180.0,165.0,2018,531,96.95
HTC,Android,12.75,yes,no,20.0,4.0,32.0,4.0,2840.0,155.0,2015,863,339.0
Huawei,Android,17.78,no,no,3.15,0.3,32.0,4.0,4100.0,335.0,2013,1015,182.04
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,1900.0,146.5,2014,633,188.74
Others,Android,10.08,no,no,3.15,0.3,512.0,0.25,2100.0,150.0,2014,818,61.29
Others,Android,20.32,no,no,5.0,5.0,32.0,4.0,4500.0,404.0,2014,614,359.71
Samsung,Android,12.88,yes,no,16.0,16.0,64.0,4.0,3300.0,172.0,2017,623,300.37
Micromax,Android,10.16,yes,no,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,49.77
Micromax,Android,12.88,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,1047,229.55
Micromax,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,1031,149.58
Celkon,Others,10.16,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,635,38.06
Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,980,39.77
Asus,Android,20.32,no,no,5.0,1.2,16.0,4.0,3950.0,350.0,2013,847,150.67
Lenovo,Android,12.83,no,no,13.0,2.0,16.0,4.0,2500.0,162.0,2013,740,358.93
Samsung,Android,15.24,yes,no,16.0,16.0,64.0,4.0,3000.0,189.0,2016,923,428.5
Google,Android,25.45,no,no,8.0,2.0,32.0,4.0,9240.0,517.0,2015,584,339.02
Xiaomi,Android,16.69,yes,yes,,16.0,64.0,6.0,4520.0,205.0,2020,301,200.6
Lenovo,Android,10.16,no,no,3.15,1.0,512.0,0.25,1500.0,134.0,2013,836,90.49
Google,Android,15.24,yes,no,12.2,8.0,64.0,4.0,3520.0,175.0,2017,554,529.73
Others,Android,10.16,no,no,8.0,0.3,16.0,4.0,1700.0,132.0,2013,588,120.11
Apple,iOS,30.71,yes,no,8.0,1.2,32.0,4.0,3937.0,713.0,2015,572,849.52
Meizu,Android,15.37,yes,no,,8.0,32.0,2.0,4000.0,184.0,2019,190,180.4
Nokia,Android,13.84,yes,no,8.0,5.0,32.0,4.0,2500.0,157.0,2019,226,89.43
Others,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,130.0,2013,903,200.07
Celkon,Android,7.75,no,no,3.15,0.3,512.0,4.0,1400.0,102.0,2014,573,39.81
Nokia,Others,5.28,no,no,2.0,0.0,0.06,0.03,1200.0,91.8,2015,772,69.94
Micromax,Android,10.29,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2015,798,97.96
Realme,Android,15.39,yes,no,,8.0,64.0,6.0,4300.0,202.0,2020,231,211.65
Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,2100.0,88.2,2014,988,119.21
Motorola,Android,10.24,no,no,5.0,2.0,16.0,4.0,1980.0,142.0,2014,979,88.96
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,139.0,2013,573,150.03
Gionee,Android,7.75,no,no,3.15,0.3,16.0,4.0,1500.0,142.9,2013,824,60.17
Samsung,Android,20.32,yes,no,8.0,5.0,16.0,4.0,5000.0,364.0,2017,672,201.2
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,4.0,4200.0,313.0,2015,954,208.95
Oppo,Android,15.37,yes,no,8.0,8.0,128.0,4.0,4230.0,180.0,2019,277,149.44
Samsung,Android,10.29,yes,no,8.0,5.0,16.0,4.0,1900.0,110.3,2014,971,231.24
Celkon,Android,10.16,no,no,5.0,1.3,16.0,4.0,1400.0,122.0,2014,1035,80.72
HTC,Android,7.75,no,no,5.0,1.6,16.0,4.0,1230.0,100.0,2013,833,100.72
Samsung,Android,15.34,yes,no,12.0,16.0,64.0,4.0,6000.0,188.0,2019,455,165.66
Lenovo,Android,12.83,yes,no,21.0,8.0,32.0,4.0,3500.0,175.0,2015,1047,298.83
Others,Android,20.32,no,no,0.3,2.0,16.0,1.0,3600.0,330.0,2020,290,88.98
Xiaomi,Android,14.94,yes,no,13.0,20.0,128.0,4.0,3120.0,164.0,2018,620,259.7
Acer,Android,17.78,no,no,2.0,0.3,16.0,4.0,3400.0,298.0,2014,920,110.78
Huawei,Android,23.01,yes,no,5.0,2.0,32.0,4.0,4800.0,433.0,2015,801,180.12
Oppo,Android,10.24,no,no,5.0,2.0,16.0,4.0,1700.0,141.5,2013,572,99.36
Huawei,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3340.0,160.0,2016,707,351.31
Huawei,Android,7.75,no,no,2.0,2.0,16.0,4.0,1350.0,130.0,2014,699,129.65
Panasonic,Android,15.24,no,no,8.0,2.0,16.0,4.0,2800.0,173.8,2014,684,189.63
Samsung,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,123.0,2014,707,80.36
Others,Android,15.29,yes,no,12.0,16.0,32.0,4.0,3000.0,210.0,2018,616,331.38
Samsung,Android,12.85,yes,no,16.0,8.0,32.0,4.0,3000.0,172.0,2017,610,268.75
Google,Android,12.83,yes,no,12.2,,64.0,4.0,2915.0,148.0,2018,424,849.87
Others,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2230.0,143.0,2015,874,91.37
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,781,109.39
Oppo,Android,12.83,yes,no,13.0,20.0,128.0,4.0,3000.0,150.0,2017,709,400.96
Alcatel,Others,5.18,no,no,2.0,0.3,128.0,0.25,750.0,95.0,2014,787,49.78
Samsung,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3300.0,172.0,2015,1079,301.03
Honor,Android,16.74,yes,no,13.0,16.0,128.0,8.0,4000.0,202.0,2019,460,254.05
HTC,Android,10.34,yes,no,8.0,1.3,32.0,4.0,2040.0,143.5,2014,770,200.6
LG,Android,12.93,yes,no,13.0,2.1,32.0,4.0,3000.0,182.0,2014,776,252.16
Lava,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,128.0,2015,792,120.8
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1600.0,124.0,2013,782,79.98
Nokia,Windows,10.29,yes,no,8.0,1.3,32.0,4.0,2000.0,162.0,2013,816,379.89
Others,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,172.0,2015,590,139.99
Lenovo,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2420.0,132.0,2015,958,272.05
Others,Android,19.94,no,no,2.0,0.3,32.0,4.0,4700.0,406.0,2013,1025,140.29
Alcatel,Android,17.78,no,no,2.0,0.3,16.0,4.0,2820.0,260.0,2015,917,99.71
Panasonic,Android,10.34,no,no,8.0,5.0,32.0,4.0,1980.0,135.0,2015,567,130.93
Alcatel,Android,15.8,yes,no,13.0,5.0,32.0,3.0,4000.0,165.0,2020,201,92.65
Microsoft,Windows,12.75,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,751,280.31
Honor,Android,15.47,yes,no,13.0,8.0,64.0,3.0,3020.0,150.0,2020,228,108.82
Samsung,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2400.0,143.0,2016,972,119.36
Huawei,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019,516,150.05
Others,Android,14.5,yes,no,8.0,5.0,32.0,4.0,2800.0,150.0,2019,499,100.02
Alcatel,Android,12.83,no,no,8.0,2.0,16.0,4.0,2500.0,189.0,2014,906,141.85
Lenovo,Android,17.78,no,no,0.3,5.0,32.0,4.0,3450.0,269.0,2015,578,91.83
BlackBerry,Android,12.83,yes,no,12.0,8.0,32.0,4.0,4000.0,167.0,2017,561,390.05
XOLO,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,120.0,2013,593,120.34
LG,Android,15.37,yes,no,8.0,13.0,32.0,3.0,4000.0,194.0,2019,512,201.2
Motorola,Android,12.83,yes,no,21.0,5.0,32.0,4.0,3500.0,163.0,2016,1041,268.74
Asus,Android,17.78,no,no,5.0,2.0,32.0,4.0,3950.0,280.0,2015,557,160.85
Honor,Android,15.32,yes,no,13.0,16.0,64.0,4.0,4000.0,171.5,2019,336,221.13
HTC,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2019,385,219.66
HTC,Android,12.7,yes,no,4.0,5.0,32.0,4.0,2600.0,160.0,2014,768,250.67
Xiaomi,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3000.0,137.0,2017,769,110.7
Asus,Android,12.83,yes,no,16.0,8.0,64.0,4.0,3000.0,147.0,2017,868,248.85
ZTE,Android,15.32,yes,no,14.5,16.0,64.0,3.0,3200.0,165.0,2019,347,160.88
Alcatel,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,128.0,2014,834,200.11
Meizu,Android,12.88,yes,no,13.0,5.0,64.0,4.0,3100.0,159.0,2018,712,148.45
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2013,669,228.59
XOLO,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,148.85,2013,935,80.32
Huawei,Android,13.84,yes,no,8.0,5.0,16.0,4.0,3020.0,142.0,2018,389,100.31
ZTE,Android,13.84,yes,no,14.5,5.0,32.0,4.0,3200.0,172.0,2018,465,200.94
Samsung,Android,15.34,yes,no,12.0,8.0,32.0,3.0,4000.0,169.0,2019,532,169.99
Micromax,Others,5.16,no,no,0.3,0.3,16.0,4.0,1800.0,118.0,2013,868,18.93
Panasonic,Android,12.78,yes,no,13.0,5.0,16.0,4.0,2600.0,156.0,2016,915,160.45
Gionee,Android,12.78,yes,no,13.0,8.0,32.0,4.0,4000.0,162.0,2017,660,249.81
ZTE,Android,12.83,yes,no,13.0,16.0,64.0,4.0,3200.0,173.0,2017,792,301.0
Samsung,Android,10.36,no,no,8.0,1.9,16.0,4.0,2100.0,132.0,2014,1020,301.51
Oppo,Android,15.29,yes,no,,8.0,64.0,3.0,4230.0,168.0,2020,267,119.81
Others,Android,10.16,no,no,3.15,0.3,16.0,4.0,2100.0,150.0,2014,1043,60.43
LG,Android,12.78,yes,no,13.0,5.0,16.0,4.0,2300.0,142.0,2016,809,170.31
LG,Android,15.44,yes,yes,5.0,16.0,128.0,6.0,4300.0,180.0,2020,194,654.48
Alcatel,Android,7.75,no,no,2.0,0.3,16.0,4.0,1300.0,100.0,2014,921,81.01
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1400.0,115.0,2014,676,118.44
Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,2500.0,154.0,2015,570,108.36
Lenovo,Android,20.32,yes,no,13.0,5.0,16.0,2.0,5100.0,305.0,2019,233,160.42
HTC,Android,15.24,yes,no,13.0,8.0,32.0,4.0,2965.0,157.5,2018,537,250.12
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,130.5,2013,727,150.06
Honor,Android,25.43,yes,no,5.0,2.0,32.0,3.0,5100.0,173.0,2019,266,248.9
Realme,Android,15.27,yes,no,,5.0,32.0,2.0,4000.0,166.0,2019,399,100.62
Huawei,Android,12.75,yes,no,13.0,8.0,16.0,4.0,2680.0,144.0,2015,870,230.32
Sony,Android,20.32,yes,no,8.1,2.2,16.0,4.0,4500.0,270.0,2014,617,380.25
Others,Windows,10.16,no,no,8.0,0.3,16.0,4.0,2000.0,150.0,2014,913,91.91
Samsung,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,171.0,2015,1025,201.61
Motorola,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2390.0,155.0,2015,613,239.79
Samsung,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,138.0,2014,724,130.67
Honor,Android,13.08,yes,no,13.0,8.0,64.0,4.0,3200.0,155.0,2017,751,311.9
Asus,Android,25.43,yes,no,5.0,1.2,16.0,4.0,6600.0,595.0,2014,1013,400.19
Micromax,Android,7.75,no,no,1.3,2.0,512.0,0.25,1500.0,146.5,2014,876,49.37
Vivo,Android,15.32,yes,no,13.0,25.0,128.0,4.0,3315.0,164.0,2018,448,278.15
Nokia,Others,5.18,yes,no,0.3,0.0,0.1,0.03,1200.0,86.5,2019,414,39.83
Alcatel,Android,12.83,yes,no,5.0,2.0,32.0,4.0,2580.0,174.0,2016,622,120.13
Meizu,Android,15.37,yes,no,,8.0,32.0,2.0,4000.0,184.0,2019,198,179.76
Lenovo,Android,12.78,no,no,8.0,2.0,16.0,4.0,2250.0,159.0,2013,668,250.3
Others,Android,20.35,yes,no,8.0,24.0,256.0,4.0,3400.0,171.0,2019,354,899.41
Lava,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1950.0,136.0,2014,698,71.05
Micromax,Android,12.7,no,no,8.0,5.0,32.0,4.0,2800.0,144.0,2015,1014,120.42
Infinix,Android,15.39,yes,no,,16.0,32.0,3.0,4000.0,178.0,2019,356,100.08
Samsung,Android,12.73,yes,no,16.0,2.0,16.0,4.0,2800.0,145.0,2014,1013,381.45
Acer,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2500.0,155.0,2014,936,201.77
Samsung,Android,15.32,yes,no,12.0,24.0,64.0,4.0,3800.0,183.0,2018,645,358.95
Huawei,Android,25.6,yes,no,13.0,8.0,64.0,4.0,7500.0,498.0,2018,537,390.77
Samsung,Android,15.24,yes,no,13.0,8.0,32.0,4.0,4000.0,200.0,2015,1067,300.17
Samsung,Android,13.34,yes,no,13.0,5.0,16.0,4.0,2500.0,161.0,2015,677,260.37
Nokia,Others,5.18,no,no,0.3,0.0,0.1,,1200.0,88.2,2020,327,40.01
Meizu,Android,13.87,yes,no,13.0,20.0,64.0,4.0,3000.0,152.0,2018,588,399.92
HTC,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2600.0,145.0,2014,1081,420.03
Coolpad,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,148.0,2017,671,119.65
OnePlus,Android,12.83,yes,no,16.0,16.0,64.0,4.0,3400.0,158.0,2016,986,441.99
Spice,Android,10.29,no,no,5.0,2.0,16.0,4.0,1700.0,107.0,2014,811,89.55
Xiaomi,Android,12.7,yes,no,13.0,5.0,32.0,4.0,4100.0,144.0,2016,1030,169.22
Honor,Android,14.35,yes,no,13.0,8.0,64.0,4.0,3000.0,149.0,2017,778,189.08
Huawei,Android,15.34,yes,no,13.0,24.0,128.0,6.0,4000.0,178.0,2019,539,259.56
Lenovo,Android,25.43,yes,no,8.0,5.0,32.0,3.0,7000.0,520.0,2020,212,179.32
Micromax,Android,10.29,no,no,5.0,0.3,32.0,4.0,1700.0,143.0,2015,667,89.63
Huawei,Android,15.44,yes,no,13.0,5.0,64.0,4.0,4360.0,228.0,2015,805,399.44
Samsung,Android,15.42,yes,yes,8.0,13.0,128.0,12.0,4500.0,188.0,2020,190,710.6
Vivo,Android,16.28,yes,yes,13.0,12.0,128.0,8.0,4500.0,217.0,2019,204,500.68
ZTE,Android,12.75,yes,no,13.0,5.0,32.0,4.0,5000.0,160.0,2017,627,188.36
Alcatel,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,159.95,2016,811,140.17
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,356,98.69
LG,Android,12.93,yes,no,13.0,2.1,16.0,4.0,3200.0,172.0,2014,853,310.28
Others,Android,12.78,no,no,8.0,2.0,16.0,4.0,2800.0,190.0,2013,1006,128.58
Alcatel,Others,7.75,no,no,3.15,0.3,16.0,0.25,1400.0,108.0,2013,858,121.75
Vivo,Android,16.23,yes,no,13.0,16.0,128.0,4.0,3700.0,185.0,2019,430,359.37
Sony,Android,12.75,yes,no,23.0,5.1,32.0,4.0,2900.0,154.0,2015,973,219.64
Xiaomi,Android,18.01,no,no,8.0,5.0,16.0,4.0,6700.0,360.0,2014,615,241.13
Gionee,Android,10.29,no,no,5.0,2.0,32.0,4.0,1800.0,153.0,2016,606,88.72
Nokia,Android,16.56,yes,no,0.3,8.0,64.0,3.0,4000.0,200.0,2020,296,147.89
Gionee,Android,15.24,yes,no,24.0,8.0,64.0,4.0,3500.0,210.0,2015,1022,480.46
Gionee,Android,12.7,yes,no,8.0,5.0,16.0,4.0,5000.0,176.0,2015,1054,219.79
Gionee,Android,12.83,yes,no,13.0,13.0,64.0,4.0,3000.0,168.2,2016,992,371.16
Lenovo,Android,17.78,no,no,2.0,0.3,32.0,4.0,3500.0,327.0,2014,543,82.13
LG,Android,12.78,yes,no,13.0,5.0,32.0,4.0,3000.0,172.3,2018,478,200.63
Micromax,Others,5.18,no,no,0.3,0.3,16.0,4.0,2800.0,260.0,2013,1037,19.1
Oppo,Android,10.34,no,no,5.0,2.0,16.0,4.0,1900.0,145.0,2014,775,201.13
Others,Android,10.34,yes,no,8.0,2.0,16.0,4.0,3000.0,185.0,2015,688,440.2
LG,Android,15.37,yes,no,5.0,13.0,32.0,3.0,4000.0,196.5,2020,92,240.19
Huawei,Android,15.06,yes,no,13.0,8.0,64.0,4.0,4000.0,170.0,2018,706,219.37
LG,Android,10.29,no,no,5.0,0.3,16.0,4.0,2100.0,124.0,2014,1091,150.23
Honor,Android,25.5,yes,yes,13.0,8.0,64.0,6.0,7250.0,480.0,2020,345,278.93
Sony,Android,12.75,yes,no,23.0,5.1,32.0,4.0,2900.0,154.0,2015,694,250.52
Huawei,Android,15.34,yes,no,13.0,16.0,128.0,8.0,4200.0,183.0,2019,505,280.28
Celkon,Android,12.7,no,no,5.0,0.3,32.0,4.0,1400.0,147.0,2014,661,87.72
Asus,Android,15.21,yes,no,13.0,8.0,64.0,4.0,5000.0,180.0,2018,386,160.0
Huawei,Android,15.32,yes,no,13.0,8.0,128.0,4.0,3750.0,166.0,2018,399,398.83
Apple,iOS,18.01,yes,no,5.0,1.2,16.0,4.0,6470.0,331.0,2014,719,400.11
Alcatel,Android,12.88,yes,no,12.0,5.0,32.0,4.0,3000.0,144.0,2018,591,230.45
Samsung,Android,23.04,yes,no,5.0,2.0,16.0,4.0,6000.0,450.0,2015,1054,251.11
Micromax,Android,10.29,no,no,5.0,2.0,16.0,4.0,1700.0,136.0,2014,920,78.93
Samsung,Android,12.75,yes,no,16.0,16.0,32.0,4.0,3000.0,157.0,2017,587,249.66
Huawei,Android,14.5,yes,no,13.0,5.0,16.0,2.0,3020.0,146.0,2019,382,73.24
Honor,Android,13.84,yes,no,8.0,5.0,32.0,2.0,3020.0,144.0,2020,355,90.66
LG,Android,7.62,no,no,2.0,1.3,16.0,4.0,1540.0,105.0,2013,631,58.2
Lenovo,Android,16.23,yes,no,8.0,16.0,64.0,6.0,4000.0,159.0,2019,426,250.59
Alcatel,Android,17.78,no,no,2.0,0.3,8.0,1.0,3300.0,350.0,2013,1057,111.03
Others,Android,10.34,no,no,8.0,2.0,16.0,4.0,2100.0,150.0,2014,1009,110.86
Others,Android,15.21,yes,no,8.0,5.0,16.0,2.0,4000.0,185.0,2019,423,81.9
LG,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2050.0,150.0,2015,565,189.64
ZTE,Android,12.88,yes,no,14.5,8.0,32.0,4.0,3100.0,140.0,2018,373,149.34
Acer,Android,18.01,no,no,5.0,0.3,32.0,4.0,4960.0,410.0,2013,905,120.67
Samsung,Others,10.29,yes,no,5.0,5.0,32.0,4.0,2050.0,143.0,2017,630,79.84
Honor,Android,15.39,yes,no,13.0,5.0,32.0,4.0,4500.0,219.0,2016,1014,400.22
Spice,Android,12.7,no,no,8.0,2.0,32.0,4.0,2100.0,175.0,2013,894,158.15
Others,Android,17.78,no,no,5.0,0.3,16.0,4.0,4100.0,319.8,2013,939,149.4
Alcatel,Android,10.34,yes,no,8.0,1.3,16.0,4.0,2000.0,110.0,2013,586,158.89
Samsung,Android,10.24,no,no,3.15,2.0,16.0,4.0,1800.0,129.0,2014,605,89.59
Honor,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,160.0,2016,1001,140.67
Meizu,Android,15.37,yes,no,,16.0,128.0,6.0,4500.0,183.0,2019,449,251.22
Lenovo,Android,12.75,yes,no,6.5,8.0,32.0,4.0,4000.0,165.0,2017,619,199.65
Lenovo,Android,25.43,yes,no,13.0,5.0,64.0,4.0,3150.0,666.8,2015,1038,377.46
Sony,Android,15.27,yes,no,,8.0,128.0,6.0,3140.0,164.0,2019,348,392.69
Huawei,Android,12.83,yes,no,8.0,20.0,64.0,4.0,3340.0,169.0,2017,778,351.64
Others,Android,10.34,yes,no,5.0,2.0,32.0,4.0,2500.0,154.0,2015,1023,121.5
ZTE,Android,12.75,yes,no,16.0,8.0,32.0,4.0,2705.0,153.0,2016,1075,220.21
Motorola,Android,15.32,yes,no,13.0,12.0,128.0,4.0,3500.0,176.0,2019,491,155.64
Acer,Android,17.78,no,no,0.3,2.0,16.0,4.0,2955.0,323.0,2014,1082,129.52
Acer,Android,10.34,no,no,13.0,2.0,16.0,4.0,2500.0,134.0,2014,642,201.87
Vivo,Android,16.21,yes,no,13.0,32.0,128.0,8.0,4500.0,186.7,2019,264,330.9
Others,Android,12.83,yes,no,16.0,8.0,32.0,4.0,3000.0,153.0,2016,720,199.24
HTC,Android,12.75,yes,no,12.0,5.0,32.0,4.0,3000.0,161.0,2016,692,250.53
Vivo,Android,15.21,yes,no,16.0,24.0,64.0,4.0,3225.0,160.0,2017,610,361.12
Huawei,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2500.0,124.0,2014,622,249.12
Celkon,Android,11.76,no,no,5.0,0.3,256.0,0.25,1400.0,140.0,2013,857,120.04
ZTE,Android,12.83,yes,no,13.0,13.0,32.0,4.0,5000.0,190.0,2016,793,229.03
Sony,Android,12.7,yes,no,13.0,8.0,16.0,4.0,2300.0,137.4,2016,621,199.9
Honor,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2020,223,157.7
