brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price
Oppo,Android,16.69,yes,yes,,32.0,128.0,6.0,4000.0,184.0,2020,122,289.46
Others,Android,12.78,no,no,8.0,2.0,16.0,4.0,2200.0,210.0,2013,956,159.58
Others,Android,20.32,yes,no,5.0,5.0,32.0,4.0,5400.0,390.0,2014,918,299.21
Oppo,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3410.0,155.0,2018,507,250.66
Others,Android,10.29,yes,no,5.0,2.0,32.0,4.0,1780.0,146.0,2015,720,69.7
Vivo,Android,16.21,yes,no,13.0,32.0,128.0,8.0,4500.0,186.7,2019,351,153.58
Others,Android,18.01,no,no,5.0,2.0,32.0,4.0,4000.0,374.0,2013,724,188.9
Huawei,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2200.0,135.0,2016,1009,110.08
Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,140.0,2015,566,230.71
Others,Android,25.43,no,no,8.0,1.2,32.0,4.0,2000.0,671.3,2013,549,439.93
Xiaomi,Android,15.21,yes,no,13.0,20.0,128.0,4.0,3000.0,166.0,2018,471,191.92
Others,Android,17.78,no,no,5.0,0.3,32.0,4.0,4000.0,340.2,2013,621,109.09
LG,Android,12.75,yes,no,13.0,2.1,16.0,4.0,3000.0,143.0,2013,1077,270.51
Honor,Android,15.37,yes,no,13.0,16.0,64.0,4.0,3750.0,175.0,2018,718,271.13
Others,Android,12.88,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,689,230.43
Huawei,Android,10.16,no,no,2.0,0.3,16.0,4.0,1350.0,123.0,2013,638,98.5
Vivo,Android,15.8,yes,no,13.0,5.0,16.0,2.0,4030.0,163.5,2019,266,100.28
Samsung,Android,30.53,yes,no,8.0,2.0,32.0,4.0,9500.0,740.0,2014,921,499.55
Motorola,Android,15.37,yes,no,13.0,16.0,128.0,4.0,4000.0,210.0,2019,266,254.15
Motorola,Android,12.7,no,no,8.0,2.0,32.0,4.0,2070.0,149.0,2014,808,199.12
Lenovo,Android,25.43,no,no,8.0,5.0,64.0,4.0,7000.0,580.0,2019,419,322.19
ZTE,Android,15.24,yes,no,24.0,8.0,128.0,4.0,3800.0,185.0,2018,492,399.52
Samsung,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2200.0,154.0,2015,882,220.0
Samsung,Android,12.83,yes,no,12.0,8.0,32.0,4.0,3000.0,174.0,2018,616,239.78
HTC,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,160.0,2014,1044,190.05
Karbonn,Android,7.85,no,no,5.0,0.3,512.0,0.25,1625.0,114.5,2013,992,71.9
Honor,Android,16.74,yes,no,13.0,16.0,128.0,8.0,4000.0,202.0,2019,470,254.05
Asus,Android,15.24,no,no,13.0,2.0,16.0,4.0,3230.0,196.0,2014,947,200.61
Alcatel,Android,20.32,yes,no,5.0,2.0,16.0,1.0,4080.0,279.0,2018,726,140.45
Motorola,Android,15.37,yes,no,13.0,16.0,128.0,4.0,4000.0,210.0,2019,506,254.15
Asus,Android,15.47,no,no,5.0,2.0,32.0,4.0,3480.0,270.0,2016,835,121.03
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,1450.0,143.0,2015,740,60.11
ZTE,Android,12.88,yes,no,8.0,1.6,16.0,4.0,3400.0,189.9,2014,573,200.17
Honor,Android,16.84,yes,yes,13.0,16.0,64.0,6.0,4300.0,203.0,2020,195,271.14
Huawei,Android,12.93,yes,no,12.5,8.0,64.0,4.0,4000.0,190.0,2016,1082,399.44
Others,Android,15.24,no,no,2.0,0.3,32.0,4.0,2100.0,290.0,2014,1032,91.35
Google,Android,12.85,yes,no,12.2,8.0,64.0,4.0,3000.0,147.0,2019,508,254.15
Xiaomi,Android,10.24,no,no,8.0,2.0,16.0,4.0,2000.0,145.0,2013,565,249.27
Xiaomi,Android,12.88,yes,no,13.0,4.0,64.0,4.0,3000.0,161.0,2015,635,250.1
Panasonic,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,131.0,2015,968,221.96
XOLO,Android,12.7,no,no,5.0,0.3,16.0,4.0,2500.0,,2015,679,77.26
Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2100.0,145.0,2015,573,80.48
Oppo,Android,10.16,no,no,3.15,0.3,16.0,4.0,1700.0,125.0,2015,1076,98.0
Others,Android,10.16,no,no,0.3,0.3,16.0,4.0,2500.0,154.0,2015,641,48.84
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,2100.0,150.0,2014,569,79.26
Asus,Android,20.32,yes,no,5.0,1.2,16.0,4.0,4000.0,299.0,2014,801,240.57
Nokia,Android,15.24,yes,no,8.0,16.0,64.0,4.0,3800.0,183.0,2018,704,282.21
Vivo,Android,12.75,yes,no,13.0,16.0,64.0,4.0,3000.0,151.0,2016,834,639.71
Others,Android,14.35,yes,no,12.0,8.0,128.0,4.0,3100.0,168.0,2018,578,391.13
Lava,Android,10.34,no,no,13.0,3.0,16.0,4.0,2000.0,116.0,2014,662,151.19
Others,Android,25.43,no,no,0.3,2.0,16.0,1.0,4000.0,505.2,2019,452,99.96
Xiaomi,Android,16.23,yes,no,13.0,14.5,256.0,4.0,3200.0,218.0,2018,727,559.33
Nokia,Android,17.3,yes,yes,0.3,24.0,64.0,6.0,4500.0,220.0,2020,284,501.12
Others,Android,10.16,no,no,2.0,2.0,16.0,4.0,1400.0,112.0,2015,1048,60.77
LG,Android,10.29,no,no,8.0,0.3,16.0,4.0,1900.0,145.0,2014,708,110.07
ZTE,Android,12.83,yes,no,16.0,8.0,16.0,4.0,2900.0,165.0,2015,875,201.64
Alcatel,Android,10.34,yes,no,13.0,5.0,32.0,4.0,2000.0,110.0,2015,736,201.62
Microsoft,Windows,12.88,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,956,199.76
Huawei,Android,15.37,yes,yes,10.5,16.0,64.0,6.0,4000.0,182.0,2020,299,220.53
ZTE,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3400.0,160.0,2016,583,209.4
Honor,Android,12.88,yes,no,13.0,8.0,32.0,4.0,3000.0,150.0,2018,663,118.64
Vivo,Android,15.9,yes,no,13.0,16.0,64.0,4.0,3260.0,150.0,2019,431,159.38
Others,Android,20.32,no,no,8.0,0.3,16.0,1.0,5680.0,453.6,2013,933,240.9
LG,Android,12.83,yes,no,13.0,2.1,32.0,4.0,3000.0,154.0,2014,752,331.01
Microsoft,Windows,12.7,no,no,5.0,5.0,32.0,4.0,1905.0,146.0,2014,1089,80.01
Coolpad,Android,12.83,yes,no,12.0,13.0,64.0,4.0,3200.0,152.0,2017,791,350.39
Sony,Android,25.43,yes,no,8.1,2.2,16.0,4.0,6000.0,439.0,2014,626,350.7
Apple,iOS,10.16,yes,no,8.0,1.2,32.0,4.0,1510.0,132.0,2013,712,299.81
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2500.0,154.0,2015,995,119.83
BlackBerry,Others,12.7,yes,no,8.0,2.0,16.0,4.0,2880.0,170.0,2013,574,141.71
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,323.0,2013,726,121.48
Others,Android,10.29,no,no,8.0,1.3,16.0,4.0,1800.0,148.0,2013,608,260.39
Motorola,Android,16.23,yes,no,13.0,25.0,128.0,4.0,4000.0,190.0,2019,348,293.25
Others,Android,10.29,no,no,5.0,2.0,32.0,4.0,2500.0,138.0,2015,890,99.87
HTC,Android,10.16,no,no,5.0,1.6,16.0,4.0,1650.0,114.0,2013,947,150.15
Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,1078,179.54
Samsung,Android,25.43,no,no,3.15,1.3,16.0,4.0,6800.0,510.0,2013,774,259.89
Acer,Android,12.7,yes,no,8.0,8.0,32.0,4.0,2420.0,145.0,2015,874,151.1
Others,Android,15.24,yes,no,13.0,13.0,64.0,4.0,3050.0,156.0,2017,681,448.93
Samsung,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2600.0,149.0,2015,785,138.09
Samsung,Android,10.36,no,no,8.0,1.9,16.0,4.0,2100.0,132.0,2014,1017,270.15
Infinix,Android,15.39,yes,no,,8.0,64.0,4.0,5000.0,185.0,2020,173,110.18
Samsung,Android,17.78,no,no,2.0,2.0,32.0,4.0,3600.0,322.0,2015,1050,129.28
ZTE,Others,10.16,no,no,3.15,5.0,16.0,4.0,1400.0,125.0,2014,1007,69.71
HTC,Android,10.24,no,no,8.0,2.1,32.0,4.0,2100.0,130.0,2013,996,190.31
Xiaomi,Android,15.32,yes,no,12.0,13.0,128.0,4.0,4000.0,186.0,2019,328,199.61
ZTE,Android,10.19,yes,no,5.0,8.0,32.0,4.0,500.0,165.0,2019,383,449.81
LG,Android,10.24,yes,no,5.0,1.3,32.0,4.0,2150.0,131.0,2013,646,221.6
Huawei,Android,16.59,yes,yes,13.0,16.0,128.0,8.0,4500.0,198.0,2019,283,735.24
Realme,Android,15.37,yes,no,,16.0,64.0,6.0,4000.0,199.0,2019,475,365.42
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2014,794,128.98
Motorola,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2800.0,145.0,2017,578,150.26
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,193,60.35
Alcatel,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2460.0,156.0,2016,754,199.4
Others,Android,23.04,no,no,2.0,2.0,32.0,4.0,8000.0,621.0,2013,1051,199.24
Lenovo,Android,25.43,yes,no,13.0,5.0,32.0,4.0,9300.0,637.0,2016,833,298.54
ZTE,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,164.0,2017,819,230.57
Panasonic,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,155.0,2016,924,101.2
ZTE,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,160.0,2016,822,128.08
Asus,Android,12.7,no,no,8.0,2.0,32.0,4.0,2110.0,145.0,2015,583,119.17
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,4.0,4020.0,188.0,2019,238,249.43
Google,Android,15.32,yes,no,12.2,8.0,64.0,6.0,3700.0,193.0,2019,487,577.15
Karbonn,Android,10.16,no,no,3.15,0.3,16.0,4.0,1625.0,110.0,2013,830,70.55
Motorola,Android,10.29,yes,no,5.0,0.3,32.0,4.0,2390.0,145.0,2015,579,99.84
Alcatel,Android,12.83,yes,no,8.0,2.0,16.0,4.0,2500.0,173.0,2015,1040,131.76
Sony,Android,12.7,yes,no,23.0,13.0,32.0,4.0,2700.0,164.4,2016,1066,298.9
Oppo,Android,16.64,yes,yes,,32.0,128.0,8.0,4000.0,172.0,2020,293,470.81
Others,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,167.0,2017,715,80.26
Xiaomi,Android,16.23,yes,no,12.0,16.0,64.0,6.0,4000.0,191.0,2019,443,237.99
Celkon,Others,5.23,no,no,1.3,0.3,256.0,0.25,1400.0,140.0,2013,796,20.56
Others,Android,10.34,yes,no,8.0,2.0,32.0,4.0,2000.0,128.0,2015,1077,70.31
Huawei,Android,20.32,yes,no,13.0,16.0,512.0,4.0,4500.0,295.0,2019,434,2300.87
Huawei,Android,10.29,yes,no,5.0,2.0,32.0,4.0,2000.0,141.5,2015,918,111.37
Apple,iOS,12.83,yes,no,12.0,7.0,32.0,4.0,2900.0,188.0,2016,833,688.82
Honor,Android,15.37,yes,yes,13.0,16.0,128.0,8.0,4000.0,190.0,2020,286,301.74
Motorola,Android,12.75,yes,no,8.0,5.0,16.0,4.0,2800.0,150.0,2018,598,81.48
Motorola,Android,12.83,yes,no,12.0,5.0,64.0,4.0,3000.0,145.0,2017,842,231.28
Realme,Android,15.24,yes,no,13.0,8.0,128.0,4.0,3410.0,155.0,2018,674,129.63
HTC,Android,10.24,no,no,8.0,2.1,32.0,4.0,2100.0,130.0,2013,555,241.72
Lava,Android,10.16,no,no,3.15,0.3,512.0,0.25,1500.0,124.0,2013,577,60.01
Samsung,Android,13.34,yes,no,8.0,1.9,32.0,4.0,2600.0,163.0,2013,1075,178.9
Samsung,Android,15.37,yes,no,12.0,32.0,64.0,4.0,4000.0,172.0,2019,382,222.69
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,6.0,4000.0,192.0,2020,204,250.37
Lava,Android,12.7,no,no,8.0,2.0,32.0,4.0,2200.0,152.0,2015,985,110.29
Oppo,Android,16.59,yes,no,8.0,16.0,64.0,4.0,4000.0,190.0,2019,488,319.32
Others,Android,10.16,no,no,5.0,2.0,16.0,4.0,1400.0,125.0,2014,844,130.19
ZTE,Android,13.84,yes,no,13.0,8.0,16.0,2.0,2600.0,157.0,2019,474,80.13
Huawei,Android,15.24,yes,no,8.0,2.0,32.0,4.0,3500.0,173.0,2014,814,200.24
Samsung,Android,25.5,yes,no,8.0,5.0,64.0,4.0,7040.0,467.0,2020,310,378.24
Vivo,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2300.0,156.0,2014,910,470.99
LG,Android,15.77,yes,no,8.0,13.0,64.0,6.0,3550.0,181.0,2019,249,303.44
Micromax,Android,10.34,yes,no,8.0,5.0,32.0,4.0,2000.0,143.0,2015,704,90.63
Huawei,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,165.0,2014,1030,262.11
Sony,Android,12.75,yes,no,20.7,5.1,32.0,4.0,2930.0,144.0,2015,795,289.42
Vivo,Android,16.36,yes,no,,32.0,128.0,8.0,4500.0,176.0,2020,343,319.48
Samsung,Android,23.01,no,no,5.0,2.0,32.0,4.0,2600.0,490.0,2015,556,199.1
Huawei,Android,12.83,yes,no,12.0,8.0,64.0,4.0,3400.0,162.0,2016,750,431.45
Panasonic,Android,12.7,no,no,8.0,5.0,32.0,4.0,2100.0,135.0,2014,978,150.73
Lenovo,Android,20.32,yes,no,5.0,2.0,16.0,2.0,5000.0,305.0,2019,423,139.5
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,2.0,4200.0,338.0,2015,852,221.77
Apple,Others,30.71,yes,no,12.0,7.0,128.0,6.0,9720.0,641.0,2020,220,999.58
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0.03,1020.0,90.5,2020,322,29.56
Coolpad,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2500.0,163.0,2016,1011,200.15
Honor,Android,12.83,yes,no,13.0,8.0,16.0,4.0,3100.0,168.0,2016,670,138.68
Samsung,Android,15.44,yes,no,12.0,10.0,256.0,12.0,4300.0,196.0,2019,489,671.49
Oppo,Android,15.34,yes,no,8.0,25.0,128.0,6.0,3600.0,169.5,2019,276,279.38
XOLO,Android,7.75,no,no,5.0,0.65,16.0,4.0,1500.0,132.0,2013,1088,100.33
Oppo,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2410.0,140.0,2014,678,270.11
LG,Android,7.67,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,949,70.39
Sony,Android,12.83,no,no,8.0,5.0,32.0,4.0,2500.0,149.7,2014,615,249.61
Others,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,180.0,2017,792,119.34
Spice,Android,10.29,no,no,8.0,1.3,16.0,4.0,2100.0,158.0,2013,994,149.44
Meizu,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,189.2
LG,Android,7.67,no,no,3.15,1.3,16.0,4.0,1540.0,107.0,2013,1054,89.9
Samsung,Android,15.34,yes,no,12.0,25.0,128.0,4.0,4000.0,166.0,2019,377,350.21
Huawei,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4100.0,145.0,2016,892,202.71
Others,Android,10.24,no,no,5.0,0.3,16.0,4.0,1700.0,153.7,2014,1048,128.1
Others,Android,17.78,yes,no,1.3,0.3,16.0,4.0,2000.0,303.0,2013,1016,170.32
Coolpad,Android,12.83,yes,no,8.0,8.0,16.0,4.0,2500.0,143.0,2016,777,79.8
Others,Android,12.88,no,no,8.0,1.3,16.0,4.0,2800.0,243.0,2013,1060,221.01
Lenovo,Android,15.8,yes,no,8.0,8.0,64.0,4.0,3300.0,161.0,2019,496,191.64
Others,Android,10.34,yes,no,8.0,5.0,16.0,4.0,2500.0,119.0,2015,724,150.88
Samsung,Android,10.16,no,no,3.15,0.3,16.0,4.0,1500.0,123.0,2014,723,89.87
Others,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,159.0,2015,872,170.86
Motorola,Android,15.29,yes,no,13.0,8.0,64.0,4.0,3000.0,172.0,2019,368,250.23
Nokia,Others,5.18,no,no,5.0,0.0,0.1,0.03,1020.0,91.3,2013,1070,58.47
Others,Android,12.7,no,no,8.0,2.0,32.0,4.0,2500.0,112.0,2015,1087,129.97
Motorola,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2470.0,155.0,2015,833,278.41
Vivo,Android,15.29,yes,no,13.0,8.0,64.0,4.0,4030.0,163.5,2018,621,199.91
Karbonn,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,134.0,2014,1003,172.01
Motorola,Android,15.29,yes,no,,5.0,32.0,2.0,3550.0,185.0,2020,230,127.49
Lava,Android,12.83,no,no,8.0,2.0,16.0,4.0,2000.0,177.0,2014,566,150.18
Samsung,Android,12.73,yes,no,12.0,5.0,32.0,4.0,4000.0,184.8,2016,707,360.15
Huawei,Android,17.78,yes,no,13.0,5.0,16.0,4.0,4360.0,250.0,2016,702,200.25
Huawei,Android,12.7,yes,no,12.0,8.0,32.0,4.0,3020.0,146.0,2016,728,300.73
Asus,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2500.0,140.0,2014,857,79.32
Vivo,Android,16.21,yes,no,,16.0,128.0,8.0,4500.0,190.2,2020,300,299.7
Samsung,Android,14.81,yes,no,8.0,5.0,32.0,2.0,3000.0,141.0,2019,383,74.38
Others,Android,16.59,yes,no,2.0,16.0,64.0,6.0,4000.0,180.0,2020,113,169.99
Oppo,Android,12.7,yes,no,13.0,13.0,16.0,4.0,2140.0,150.0,2014,835,330.28
Sony,Android,11.56,yes,no,13.1,0.3,32.0,4.0,2300.0,138.0,2013,601,229.78
Huawei,Android,15.9,yes,no,13.0,8.0,32.0,4.0,4000.0,168.0,2019,399,150.86
Meizu,Android,15.24,yes,no,13.0,20.0,128.0,4.0,3010.0,152.0,2018,576,408.45
Coolpad,Android,16.59,yes,yes,,16.0,64.0,4.0,4000.0,195.0,2020,252,359.77
Apple,iOS,23.04,yes,no,8.0,1.2,16.0,4.0,7340.0,437.0,2014,914,439.97
Samsung,Android,10.24,no,no,5.0,0.3,32.0,4.0,1800.0,124.0,2013,822,161.25
HTC,Android,12.83,yes,no,13.0,4.0,32.0,4.0,2800.0,156.0,2016,748,199.17
HTC,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2300.0,149.8,2016,948,151.29
Others,Android,17.78,no,no,3.15,0.3,32.0,4.0,2000.0,372.0,2013,855,129.38
Vivo,Android,16.69,yes,yes,,16.0,128.0,6.0,4500.0,198.1,2020,312,349.83
Xiaomi,Android,12.83,yes,no,13.0,5.0,64.0,4.0,4100.0,165.0,2017,705,150.14
Gionee,Android,15.27,yes,no,13.0,8.0,64.0,4.0,3600.0,177.0,2017,854,499.6
ZTE,Android,12.83,yes,no,8.0,2.0,16.0,4.0,3080.0,170.1,2016,752,118.59
Panasonic,Android,12.83,yes,no,13.0,5.0,32.0,4.0,3000.0,163.0,2016,924,150.7
HTC,Android,10.29,no,no,5.0,0.3,16.0,4.0,2000.0,140.0,2014,641,139.16
Lava,Android,10.16,no,no,3.15,0.3,512.0,0.25,1500.0,133.0,2013,677,50.08
BlackBerry,Others,10.21,yes,no,8.0,2.0,64.0,4.0,1800.0,140.0,2013,625,389.54
Gionee,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,142.9,2013,688,109.74
Gionee,Android,12.7,no,no,8.0,2.0,16.0,4.0,4200.0,115.35,2014,614,129.74
Realme,Android,15.37,yes,no,,5.0,32.0,3.0,5000.0,195.0,2020,321,99.53
Celkon,Others,7.75,no,no,2.0,0.3,256.0,0.25,1200.0,140.0,2013,569,38.83
LG,Android,14.5,yes,no,8.0,8.0,32.0,3.0,3450.0,170.0,2020,196,129.4
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,8.0,4000.0,189.0,2020,102,319.39
HTC,Android,10.16,no,no,5.0,0.3,16.0,4.0,1300.0,130.0,2014,838,101.0
LG,Android,12.78,yes,no,13.0,8.0,32.0,4.0,3000.0,162.0,2018,545,149.54
Lenovo,Android,12.7,yes,no,8.0,2.0,32.0,4.0,2300.0,128.0,2015,592,98.57
Lava,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2620.0,148.0,2017,779,158.2
HTC,Android,12.83,yes,no,12.0,16.0,128.0,4.0,3000.0,169.0,2017,634,371.04
Others,Android,15.24,yes,no,13.0,5.0,16.0,4.0,3200.0,177.0,2014,740,211.8
Xiaomi,Android,16.94,yes,yes,,20.0,128.0,8.0,4720.0,222.0,2020,164,500.65
HTC,Android,12.83,yes,no,13.0,5.0,16.0,4.0,2700.0,155.0,2016,703,240.21
LG,Android,20.4,yes,no,5.0,1.3,16.0,4.0,4600.0,339.9,2014,996,218.35
Karbonn,Android,7.85,no,no,5.0,0.3,16.0,4.0,1350.0,134.0,2014,724,59.85
Lenovo,Android,12.7,no,no,8.0,0.3,16.0,4.0,2250.0,165.4,2013,893,140.11
Huawei,Android,15.62,yes,no,13.0,32.0,128.0,4.0,3340.0,159.0,2019,210,269.52
Nokia,Windows,10.16,no,no,5.0,1.6,16.0,4.0,1430.0,129.0,2014,1055,99.25
Lava,Android,10.29,no,no,8.0,2.0,32.0,4.0,2100.0,138.0,2014,607,97.68
Samsung,Others,10.16,yes,no,5.0,0.3,32.0,4.0,1500.0,127.0,2016,843,78.63
ZTE,Android,12.83,yes,no,13.0,8.0,32.0,4.0,4000.0,164.0,2017,796,150.48
Honor,Android,10.34,no,no,13.0,1.3,32.0,4.0,2150.0,138.0,2013,840,228.91
Asus,Android,15.24,no,no,13.0,2.0,16.0,2.0,3230.0,196.0,2014,840,201.76
Xiaomi,Android,10.34,yes,no,8.0,2.0,32.0,4.0,2200.0,132.0,2015,626,129.49
Others,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3000.0,142.5,2018,493,230.28
Honor,Android,12.7,no,no,8.0,5.0,32.0,4.0,2300.0,140.0,2013,1090,140.78
Others,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,156.0,2015,572,79.17
Vivo,Android,16.28,yes,no,13.0,12.0,128.0,8.0,4500.0,215.0,2019,293,409.68
Honor,Android,12.7,no,no,13.0,5.0,32.0,4.0,2550.0,162.0,2015,727,170.36
Others,Android,12.83,yes,no,13.0,8.0,128.0,4.0,3020.0,140.0,2017,623,450.5
Alcatel,Android,10.29,no,no,5.0,0.3,16.0,4.0,1800.0,157.0,2013,921,99.85
Others,Android,12.88,yes,no,13.0,16.0,16.0,4.0,2900.0,160.0,2017,560,150.84
Others,Android,17.78,no,no,0.3,0.3,16.0,4.0,3200.0,305.0,2013,972,70.78
Huawei,Android,15.77,yes,no,13.0,16.0,32.0,4.0,3400.0,160.0,2018,541,251.0
Alcatel,Android,12.7,no,no,12.0,1.0,16.0,4.0,2500.0,130.0,2013,733,620.66
Others,Android,10.36,yes,no,12.6,2.0,16.0,4.0,2100.0,135.0,2013,731,368.05
Xiaomi,Android,10.34,no,no,8.0,1.6,32.0,4.0,2000.0,158.0,2014,913,89.22
HTC,Android,12.88,yes,no,13.0,13.0,64.0,4.0,3075.0,150.0,2019,499,220.9
Coolpad,Android,15.29,yes,no,,8.0,64.0,4.0,4000.0,177.0,2018,655,149.47
Realme,Android,16.69,yes,yes,,8.0,64.0,6.0,4200.0,202.0,2020,282,203.99
Nokia,Others,5.18,yes,no,0.3,0.0,,0.02,1200.0,86.5,2019,234,39.98
LG,Android,12.75,yes,no,8.0,5.0,32.0,4.0,2300.0,139.0,2015,821,159.73
Panasonic,Android,10.29,yes,no,5.0,0.3,32.0,4.0,1800.0,138.0,2015,938,100.74
ZTE,Android,16.89,yes,no,48.0,16.0,128.0,8.0,5000.0,215.0,2019,336,819.57
ZTE,Android,12.7,no,no,13.0,5.0,32.0,4.0,2000.0,150.0,2015,983,100.21
Samsung,Android,10.24,yes,no,5.0,1.3,32.0,4.0,1900.0,126.0,2014,1071,200.32
Apple,iOS,10.16,yes,no,8.0,1.2,16.0,4.0,1560.0,112.0,2013,1070,330.31
Sony,Android,12.75,yes,no,23.0,8.0,32.0,4.0,3300.0,171.0,2018,436,270.0
Others,Android,12.7,no,no,13.0,2.0,16.0,4.0,1900.0,165.0,2013,966,260.16
XOLO,Android,10.29,no,no,8.0,1.0,16.0,4.0,2100.0,143.5,2013,659,102.04
Oppo,Android,15.42,yes,yes,,32.0,128.0,8.0,4200.0,209.0,2020,261,824.49
Others,Android,12.7,no,no,8.0,5.0,16.0,4.0,4000.0,200.0,2016,1050,168.05
Samsung,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2600.0,153.0,2013,1086,309.16
Vivo,Android,12.83,yes,no,13.0,16.0,32.0,4.0,3000.0,162.8,2017,843,199.93
Apple,iOS,15.27,yes,no,12.0,7.0,64.0,4.0,2942.0,194.0,2018,673,849.98
ZTE,Android,12.88,yes,no,14.5,8.0,64.0,4.0,3450.0,153.0,2018,662,260.54
Honor,Android,13.84,yes,no,13.0,5.0,16.0,4.0,3020.0,142.0,2018,697,109.99
Samsung,Android,12.7,no,no,13.0,2.0,16.0,4.0,2600.0,132.0,2013,1032,462.09
Realme,Android,15.37,yes,no,,5.0,32.0,2.0,5000.0,195.0,2020,357,106.2
Lenovo,Android,12.78,no,no,13.0,5.0,32.0,4.0,2000.0,146.0,2014,610,148.26
Nokia,Android,15.32,yes,no,5.0,20.0,64.0,4.0,3500.0,180.0,2019,434,168.56
Huawei,Android,16.74,yes,no,13.0,16.0,128.0,6.0,4000.0,206.0,2019,365,187.88
Apple,iOS,12.83,yes,no,12.0,7.0,64.0,4.0,2691.0,202.0,2017,815,768.8
Samsung,Android,12.83,yes,no,13.0,5.0,16.0,4.0,3000.0,170.0,2017,706,180.62
Acer,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2000.0,125.0,2016,893,109.62
Others,Android,10.29,yes,no,8.0,5.0,32.0,4.0,2470.0,115.0,2015,928,179.57
Alcatel,Android,15.24,no,no,13.0,8.0,32.0,4.0,2580.0,179.0,2016,770,121.11
Others,Android,10.16,no,no,5.0,0.3,16.0,4.0,1500.0,136.0,2013,625,111.58
Xiaomi,Android,15.8,yes,no,,8.0,32.0,2.0,5000.0,188.0,2020,321,80.82
Sony,Android,15.24,no,no,13.0,1.1,32.0,4.0,3000.0,171.8,2014,1014,280.61
Others,Android,15.39,yes,no,2.0,8.0,32.0,2.0,5000.0,206.5,2020,153,120.44
Micromax,Android,10.34,no,no,8.0,5.0,16.0,4.0,1800.0,110.0,2014,883,170.94
Meizu,Android,12.83,yes,no,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,208.75
LG,Android,12.88,yes,no,13.0,8.0,16.0,4.0,3000.0,145.0,2016,849,170.87
Meizu,Android,15.39,yes,yes,,20.0,128.0,8.0,4500.0,199.0,2020,318,529.29
Samsung,Android,12.88,yes,no,13.0,2.0,16.0,4.0,3200.0,168.0,2013,563,418.92
Panasonic,Android,12.7,yes,no,13.0,5.0,16.0,4.0,4000.0,169.0,2017,814,110.36
Lenovo,Android,12.83,yes,no,5.0,0.3,16.0,4.0,2250.0,174.0,2015,765,51.27
Asus,Android,16.74,yes,no,,24.0,128.0,8.0,6000.0,240.0,2019,325,1163.65
