used_price
144.96
50.89
65.41
102.41
120.52
25.48
209.1
126.38
75.35
53.37
58.05
130.54
38.09
46.48
122.78
88.27
70.82
66.58
54.96
148.77
89.25
92.71
63.1
82.35
90.58
60.35
130.72
76.02
82.33
88.27
82.71
115.17
125.34
131.36
145.31
60.61
85.31
84.52
64.8
20.75
60.88
34.77
37.92
449.93
93.0
21.59
128.6
137.25
34.48
83.28
98.15
168.46
44.01
78.89
111.25
75.78
29.11
157.08
125.17
73.9
83.06
40.38
75.14
72.39
68.46
75.62
82.83
125.24
63.42
193.0
146.63
86.27
71.64
127.61
84.46
126.18
139.15
65.24
156.32
28.62
75.43
32.91
164.86
173.64
100.23
62.29
86.61
70.06
24.95
62.45
46.19
94.16
62.26
118.64
114.75
72.57
69.59
54.91
121.8
73.66
9.66
71.06
92.53
119.03
76.23
69.39
46.43
59.59
110.52
41.31
69.44
132.61
98.59
89.9
165.63
38.08
146.85
75.66
68.04
33.82
70.21
251.94
217.73
37.2
192.48
53.05
71.05
54.23
40.01
109.36
52.07
146.98
127.68
77.47
167.7
138.87
76.31
76.38
38.17
85.23
106.64
78.33
76.38
86.29
40.29
87.69
53.74
21.64
197.86
213.13
160.69
97.31
115.51
95.66
56.5
60.25
76.47
68.96
87.89
36.02
66.92
102.75
69.69
56.42
100.64
110.53
59.7
112.0
56.13
71.88
36.94
83.37
68.84
64.5
95.68
115.02
64.02
42.83
67.76
70.52
21.42
5.04
64.16
115.31
49.89
89.32
128.24
96.17
134.08
74.82
200.91
102.84
74.84
49.52
34.03
63.9
82.85
77.97
128.85
75.67
7.79
137.62
58.64
34.7
103.97
151.11
68.23
93.05
35.0
42.39
75.37
199.67
137.87
55.83
61.49
76.49
109.97
43.79
89.33
177.6
26.98
17.31
55.25
128.34
34.21
214.09
36.82
49.65
64.13
56.63
74.24
69.07
120.84
80.8
162.93
114.03
19.65
98.64
79.63
15.88
183.8
65.34
176.87
110.48
120.28
161.93
38.37
217.98
65.52
31.22
61.49
49.96
99.65
42.57
31.7
665.44
77.73
97.93
152.06
34.37
70.4
72.13
85.02
70.08
125.46
73.04
57.46
91.47
87.04
292.51
88.55
40.92
59.37
93.84
47.8
153.28
67.44
33.89
86.76
145.42
76.13
78.69
62.72
78.14
148.42
289.47
24.08
88.99
92.03
121.97
168.39
58.54
42.48
69.79
52.41
60.2
332.96
92.63
93.35
10.45
46.91
49.64
79.21
138.54
160.3
55.54
200.21
113.68
62.32
113.23
69.67
102.77
217.26
61.68
62.15
111.43
81.98
48.61
77.38
194.13
155.42
112.45
90.84
20.67
212.85
65.28
44.96
89.22
98.53
65.67
80.16
50.31
143.09
176.36
145.58
167.71
102.69
99.03
51.35
130.38
122.34
55.7
10.88
62.48
78.65
140.34
70.95
65.05
61.4
43.93
53.62
34.53
87.75
106.07
105.97
129.85
121.4
61.29
56.0
39.94
71.77
77.0
48.07
123.91
35.02
131.29
84.4
89.69
73.51
66.38
180.81
66.16
227.37
148.92
47.96
97.46
139.56
43.89
69.75
39.02
50.19
67.17
126.44
68.06
34.45
92.12
110.38
133.8
149.85
148.75
119.93
109.28
112.29
28.73
140.67
35.49
31.97
37.74
65.79
26.96
60.36
136.41
63.19
32.16
63.49
63.84
16.82
86.06
36.01
84.39
21.24
71.09
52.74
259.53
112.02
66.24
55.66
162.6
44.17
42.15
47.03
21.03
51.58
157.76
94.24
15.69
160.56
69.9
221.37
135.11
120.32
103.85
90.71
53.06
67.01
155.28
143.53
57.73
103.56
49.77
33.28
66.4
197.95
270.02
163.61
38.62
13.29
118.75
64.82
95.7
119.19
40.23
36.03
130.84
84.67
119.36
36.14
74.3
108.56
147.9
17.99
53.69
72.55
80.48
86.82
87.36
37.8
109.35
141.04
46.93
94.55
237.09
135.3
91.05
144.18
209.04
70.08
120.02
73.15
103.59
71.85
73.2
189.67
63.51
87.91
119.52
23.6
51.91
211.89
85.47
79.28
56.48
97.72
166.13
84.23
48.57
42.26
134.32
88.94
72.78
94.67
100.79
116.58
72.17
87.3
56.57
91.0
89.93
75.54
98.89
37.06
62.22
56.25
166.71
35.98
91.19
55.86
48.46
99.95
116.2
88.68
57.49
91.84
35.85
60.16
101.95
38.92
59.72
46.39
75.1
69.77
61.82
33.63
49.41
34.01
96.89
91.43
78.91
169.2
265.99
83.4
24.67
24.14
95.4
82.27
35.48
73.41
71.08
24.92
51.56
118.89
46.03
81.77
137.87
200.1
91.18
90.1
82.6
71.33
56.2
80.31
109.76
34.09
94.04
137.48
46.57
115.21
84.28
92.96
44.75
102.83
18.46
42.42
83.43
109.41
51.13
75.36
108.82
15.42
76.58
32.42
77.12
64.02
122.57
81.84
114.55
29.54
96.86
139.3
79.29
33.42
29.21
126.71
131.17
104.09
33.89
121.91
72.06
133.87
26.33
142.54
92.16
73.58
125.23
62.31
130.33
41.55
135.33
68.57
39.42
47.82
78.97
42.88
110.04
67.5
45.0
22.57
73.01
24.1
30.75
33.68
59.8
154.04
79.71
120.86
56.18
41.67
83.27
24.37
138.92
48.18
89.43
203.39
40.71
34.6
81.6
93.99
122.87
69.46
89.87
87.74
4.82
57.03
99.54
102.0
28.35
69.97
61.73
48.52
83.5
13.88
65.51
124.17
125.21
91.1
32.9
30.52
71.43
87.98
155.69
31.1
115.24
79.41
103.37
86.35
104.49
326.72
132.76
181.78
98.69
65.09
67.83
85.75
255.63
70.37
66.37
236.91
63.16
38.64
23.85
94.64
64.38
55.46
43.84
82.48
111.51
44.99
72.4
68.76
49.07
100.92
57.66
52.95
91.33
104.43
200.96
38.89
121.49
60.82
49.33
116.2
21.62
117.98
70.87
26.5
47.5
70.01
54.57
117.38
44.63
42.38
185.77
56.57
67.29
104.58
41.09
68.84
63.12
37.92
81.19
55.29
26.03
53.86
14.4
124.93
90.09
117.6
87.35
73.12
77.42
122.59
119.3
163.09
71.87
52.95
67.4
49.99
69.71
18.36
61.36
114.7
174.79
140.74
69.35
146.27
109.61
58.32
96.01
29.85
102.35
91.16
130.11
162.44
39.79
111.81
48.84
91.43
60.17
81.15
65.04
136.93
63.23
71.5
39.0
114.81
58.59
95.17
70.7
65.3
80.1
63.05
26.67
61.59
144.52
108.37
39.39
120.94
70.23
129.24
20.36
69.5
69.2
38.79
45.78
63.51
91.03
62.34
130.16
117.58
65.73
276.15
77.6
87.41
82.93
95.65
62.85
98.77
13.26
68.41
175.83
83.82
76.63
106.28
156.47
141.99
56.2
126.69
127.3
117.53
207.86
123.38
52.33
125.12
195.22
46.88
36.0
128.82
39.55
88.36
134.77
14.75
24.44
33.67
140.22
56.43
96.67
39.74
156.61
65.05
40.97
68.91
180.32
93.71
76.22
103.22
141.27
101.33
32.97
89.56
46.87
31.92
130.34
45.79
86.01
100.47
87.86
31.26
96.14
85.49
303.17
85.01
101.43
128.03
30.21
53.75
201.46
65.0
112.32
38.97
66.34
72.72
105.48
72.98
49.83
119.45
56.76
72.73
97.16
50.49
87.27
118.06
17.96
54.68
83.22
43.53
71.75
40.93
192.58
28.34
49.89
62.95
61.85
64.7
20.52
132.36
74.47
83.24
58.64
37.69
139.37
90.93
48.0
139.98
162.8
124.67
37.26
127.06
99.05
56.19
127.4
54.67
110.59
54.85
96.23
96.83
34.01
81.86
118.48
74.41
117.37
116.16
54.44
60.7
82.46
41.07
61.36
108.25
57.04
63.13
28.11
110.83
75.18
57.62
119.52
145.07
25.74
91.39
170.06
139.84
44.07
86.84
51.51
70.48
32.34
37.98
130.82
89.46
101.25
57.83
71.78
132.68
28.27
66.46
41.0
114.7
61.01
31.93
59.69
115.9
103.09
79.43
10.5
93.51
105.39
45.82
64.72
75.91
119.47
87.64
108.17
53.2
35.07
79.57
134.74
157.32
114.81
84.21
132.43
64.14
173.05
129.01
148.24
139.28
17.4
101.9
72.87
290.32
61.47
119.24
106.31
145.36
111.25
166.34
203.17
39.81
137.51
67.79
124.23
327.68
38.44
102.86
96.89
94.32
108.56
43.55
112.23
50.91
28.26
24.91
34.35
83.74
39.3
206.65
44.88
53.31
82.89
71.15
77.86
179.06
107.69
135.16
39.15
108.41
129.62
151.18
74.11
48.17
110.92
131.41
177.72
49.21
86.22
65.19
75.79
58.7
67.21
108.73
42.73
62.74
58.41
43.3
181.19
76.86
139.89
186.9
84.71
57.55
102.57
104.8
88.86
48.61
95.08
58.29
57.42
9.36
74.74
118.87
65.39
95.39
84.55
67.4
749.52
125.88
95.27
121.88
53.73
36.1
22.9
42.42
138.66
262.36
43.89
190.14
207.3
19.02
82.11
80.65
41.81
37.59
205.93
83.09
98.03
98.25
113.38
91.25
75.79
51.83
38.09
132.43
50.92
51.33
73.9
111.01
41.8
55.64
95.23
40.94
83.97
60.22
61.46
46.03
84.3
55.43
85.48
69.66
120.45
79.93
96.0
31.06
97.97
39.05
142.77
121.64
94.98
10.36
78.05
34.32
71.48
154.57
99.3
74.17
80.1
106.7
64.47
88.49
185.66
101.61
20.94
143.65
48.21
136.97
46.03
134.95
161.84
102.09
62.28
103.57
54.07
40.17
69.07
7.64
152.97
107.5
56.28
124.49
118.01
90.81
78.87
96.85
65.42
114.77
241.33
54.58
4.65
113.93
100.12
57.56
182.19
145.11
54.59
148.15
69.87
82.32
101.85
68.47
76.34
62.25
94.46
64.9
158.5
78.7
28.37
105.43
31.56
45.49
72.09
184.2
78.1
208.61
61.59
133.34
72.94
95.78
45.96
105.99
79.62
109.39
195.05
118.37
97.04
47.69
104.13
38.61
88.25
175.37
38.2
129.93
98.36
57.55
54.0
123.36
105.27
70.49
107.6
73.12
143.93
50.96
181.31
58.99
84.01
10.33
149.14
68.45
86.94
90.89
26.88
105.29
48.34
117.71
111.07
65.01
121.34
133.7
122.98
26.63
53.39
38.23
394.91
168.82
51.61
99.88
34.56
123.1
269.99
97.74
81.98
138.58
90.53
72.03
82.82
73.07
87.21
72.71
45.08
77.01
31.52
96.82
76.52
113.06
93.69
91.32
42.08
110.35
51.93
63.36
89.91
69.2
31.1
65.99
170.26
42.49
72.61
104.37
81.88
91.03
43.56
64.54
15.11
243.88
33.56
75.35
62.31
169.74
60.77
81.69
60.98
88.45
54.55
48.58
138.57
83.93
90.06
98.85
163.66
156.67
20.72
93.48
83.57
94.27
78.67
63.73
56.9
23.56
97.79
102.13
130.31
49.26
42.22
101.23
281.41
101.04
71.99
127.63
89.48
76.23
124.37
165.85
110.37
90.26
65.46
93.84
78.0
115.02
41.08
46.32
26.14
122.5
36.31
159.71
131.6
230.44
77.11
146.59
51.35
216.71
99.54
40.05
66.29
72.62
147.72
70.92
121.45
66.48
85.64
108.0
43.5
154.12
69.74
70.5
51.93
84.74
131.67
54.05
100.92
115.08
124.54
71.6
69.52
65.17
143.2
98.11
96.19
76.69
36.18
96.07
136.49
250.68
107.45
91.37
54.83
195.46
64.52
78.53
150.93
52.73
149.98
48.02
246.16
17.43
57.62
117.03
112.99
95.23
210.18
124.32
65.4
97.45
86.82
135.93
63.75
71.79
160.75
45.96
209.63
127.54
45.41
215.49
45.79
237.69
102.92
175.75
76.61
70.23
93.45
96.45
142.75
63.69
181.3
162.56
93.45
86.69
67.91
16.96
115.52
88.82
53.59
79.62
387.32
82.37
67.03
200.74
76.21
59.23
166.72
63.11
278.75
83.48
47.09
120.45
102.46
17.16
176.66
23.37
65.13
53.98
59.27
77.19
38.8
55.96
36.84
99.75
182.08
88.86
123.29
41.58
147.5
77.98
104.23
117.62
31.85
51.68
28.46
65.2
111.47
49.0
111.66
43.68
98.07
187.76
193.2
141.01
66.44
55.8
52.12
124.85
65.22
126.76
113.23
139.87
19.88
79.94
116.79
105.16
38.71
121.24
106.57
46.44
25.61
165.27
85.26
104.13
107.68
105.61
160.19
104.77
70.73
111.57
21.79
66.93
117.71
36.05
132.29
25.72
85.69
113.89
175.54
146.38
75.62
126.82
171.93
15.16
103.34
79.75
124.02
104.5
56.16
83.47
129.37
51.84
139.01
102.11
100.96
41.73
56.88
96.25
141.93
149.8
82.91
86.7
123.63
76.46
54.41
76.62
39.0
52.37
138.12
67.59
82.73
78.47
145.23
136.6
160.85
74.44
72.59
77.38
100.78
170.71
116.34
82.48
107.7
12.26
135.84
68.19
64.56
41.13
89.55
23.41
32.07
171.21
144.72
63.64
214.88
112.33
14.3
136.95
80.87
148.01
61.23
94.5
56.9
45.74
45.34
115.45
52.56
103.23
106.53
134.68
119.68
55.05
23.9
68.01
64.12
79.17
91.61
51.95
97.37
87.58
116.96
117.99
53.37
73.29
84.15
88.01
99.42
250.39
153.57
113.05
89.11
51.92
79.69
64.76
44.63
64.62
204.43
84.74
111.21
83.87
182.86
99.01
81.26
98.91
157.41
46.8
74.31
54.3
102.99
79.45
83.65
66.96
146.79
27.55
39.6
65.27
108.14
79.67
98.59
53.97
70.71
11.78
59.17
98.52
113.72
142.01
17.34
35.01
88.72
153.27
194.41
153.9
109.33
106.87
50.25
11.35
125.31
58.94
175.98
174.77
153.01
38.26
139.1
179.77
31.34
30.48
69.37
72.74
83.64
17.02
47.69
77.41
90.72
43.32
85.96
24.38
67.47
276.73
83.45
74.12
50.49
67.13
70.76
45.21
32.66
75.87
86.88
60.19
47.82
74.21
29.6
75.64
101.5
221.43
43.27
71.24
40.63
208.6
49.3
18.84
68.39
97.35
60.75
97.52
60.16
91.2
123.73
135.81
42.33
101.36
63.54
77.44
91.38
167.85
59.19
96.99
87.33
71.31
48.83
139.31
67.83
96.3
83.98
132.68
96.58
212.34
205.79
240.53
49.01
57.82
142.58
60.99
69.55
119.47
96.88
71.0
17.52
56.71
107.62
187.35
118.84
18.39
120.36
101.74
158.54
113.73
52.81
55.36
10.42
19.32
115.75
54.04
47.16
57.32
112.22
168.22
52.26
120.39
140.65
50.37
244.82
45.94
51.27
91.42
92.08
54.25
73.34
35.8
66.55
81.99
57.39
69.45
114.48
103.52
92.54
94.03
140.02
77.49
36.69
153.67
80.1
63.35
262.24
53.46
82.09
76.04
61.49
59.64
123.74
62.0
86.02
52.37
13.0
31.84
164.04
129.72
57.04
73.24
101.7
135.66
28.6
87.79
35.96
97.44
122.19
86.66
173.09
18.82
54.92
57.35
142.53
154.03
73.58
91.05
75.41
35.93
44.16
73.14
110.24
38.63
96.41
62.71
130.96
317.09
118.59
232.23
17.16
70.27
57.71
